Center,period,Product Rating (PR)
2471 - Mad Hustle,Q-2024-07-01,3.47
2472 - Impackt Fitness (Gowlidoddy),Q-2024-07-01,3.53
2473 - Cult Gym Kokapet,Q-2024-07-01,3.75
2474 - Golds Gym - Vytilla,Q-2024-07-01,3.85
2475 - Cult Kokapet (Hybrid),Q-2024-07-01,3.84
"2483 - Cult Kumaraswamy Layout, Yelachenahalli",Q-2024-07-01,3.83
2485 - Muscletech Fitness - HMT Layout,Q-2024-07-01,3.5
2487 - Golden Fins - Babusaplaya,Q-2024-07-01,
2488 - Fitness Extreme International Inc - Varthuru,Q-2024-07-01,4
2490 - Fitness Extreme International Inc - Andheri West,Q-2024-07-01,
2497 - EMOM Fitness,Q-2024-07-01,3.69
"2498 - Cult Kanakapura Road, Raghuvanahalli",Q-2024-07-01,3.86
"2499 - Cult Hazipur, Sector 104, Noida",Q-2024-07-01,3.89
2503 - Cult Doddanekundi Swimming,Q-2024-07-01,3.51
2509 - Five The Fitness Hive (Kukatpally),Q-2024-07-01,3.63
251 - Cult SG Palya (Near Forum Koramangala),Q-2024-07-01,3.88
2511 - Cult Gym Lajpat Nagar,Q-2024-07-01,3.69
2512 - Cult Gym Defence Colony,Q-2024-07-01,3.5
2513 - Cult Defence Colony,Q-2024-07-01,3.85
2514 - Intense Fitness,Q-2024-07-01,3.63
2515 - Fitness Empire Unisex Gym Thiruvallur,Q-2024-07-01,
2516 - Idol Fitness,Q-2024-07-01,3.54
2517 - Get.Fit,Q-2024-07-01,3.44
2518 - Cult Gym Erragadda,Q-2024-07-01,3.48
2519 - cult Store Indiranagar,Q-2024-07-01,3.57
2520 - Cult Gym Kothapet,Q-2024-07-01,3.63
2521 - Cult Kothapet,Q-2024-07-01,3.86
2523 - Taarak Fit,Q-2024-07-01,3.59
2524 - E2 Fitness and wellness Elite Unisex Gymnasium - Perungalathur,Q-2024-07-01,2.41
2525 - Cult Tumkur,Q-2024-07-01,3.88
2530 - E2 Fitness and wellness Elite Unisex Gymnasium - Tambaram,Q-2024-07-01,4
2535 - Cult Vasant Kunj Swimming,Q-2024-07-01,3.73
2536 - cult Store HSR 19th Main,Q-2024-07-01,4
2541 - Pink Fitness - Ramapuram,Q-2024-07-01,
2553 - Body Sculptures Fitness Studio,Q-2024-07-01,
2555 - Cult Gym Sadashivnagar,Q-2024-07-01,3.7
2556 - Cult Sadashivnagar,Q-2024-07-01,3.85
2568 - Zest Fitness 27th Main,Q-2024-07-01,3.58
2574 - Cult Gym Gulmohar Colony,Q-2024-07-01,3.61
"2576 - HCG, Suchitra",Q-2024-07-01,
2577 - SR Indoor Swimming Pool - Tellapur,Q-2024-07-01,
2579 - Priortizing Fitness,Q-2024-07-01,3.55
2581 - Saiyans House of Fitness,Q-2024-07-01,3.88
2586 - My Tribe - Sports and Fitness,Q-2024-07-01,
2593 - Velocity Fitness Studio,Q-2024-07-01,3.72
2594 - Cult SLK,Q-2024-07-01,3.8
2595 - Cult Neo Gym BN Reddy Nagar,Q-2024-07-01,3.6
2597 - Cult Gym Sector 90,Q-2024-07-01,3.67
2598 - Cult Sector 90,Q-2024-07-01,3.9
260 - Cult Juhu,Q-2024-07-01,3.87
2600 - AFC GYM Sector 57,Q-2024-07-01,3
2601 - Joyfit Fitness Studio,Q-2024-07-01,
2602 - Cult  Gulmohar Colony,Q-2024-07-01,3.9
2603 - Sathvik Fitness Trendz Gym - Madhapur,Q-2024-07-01,3.5
2604 - Sathvik Fitness Trendz Gym - Borabanda,Q-2024-07-01,1
2605 - Muscle Headquarter,Q-2024-07-01,3.67
2606 - Urban Gymnasium Chembur,Q-2024-07-01,
"2608 - Cult Gym BTM 4th Stage, Vijaya Bank Layout",Q-2024-07-01,3.64
2609 - Cult BTM 4th Stage Vijaya Bank Layout,Q-2024-07-01,3.81
261 - Cult Malad,Q-2024-07-01,3.91
2612 - Cult Gym Wakad,Q-2024-07-01,3.62
2613 - Cult Wakad,Q-2024-07-01,3.8
"2614 - Cult Gym Avalahalli, Doddaballapur Road",Q-2024-07-01,3.58
2615 - Fitness First Platinum Juhu,Q-2024-07-01,3.78
2617 - Fitness First Platinum BKC,Q-2024-07-01,3
2618 - Fitness Axis Crossfit,Q-2024-07-01,
2621 - The Fitness Bar,Q-2024-07-01,3.43
2625 - Champions Fitness Centre,Q-2024-07-01,
2626 - The Body Planet 24/7,Q-2024-07-01,3.64
2627 - Hustle Health & Fitness Studio,Q-2024-07-01,3.75
2628 - Versatile Fitness,Q-2024-07-01,
2633 - Cult Gym Bandra (Hybrid),Q-2024-07-01,3.71
2634 - Cult Bandra,Q-2024-07-01,3.87
2641 - Cult Gym Silversprings Marathalli,Q-2024-07-01,3.7
"2643 - Cult Silver Springs Layout, Marathahalli",Q-2024-07-01,3.75
2644 - Vyaan Fitness Studio,Q-2024-07-01,3.74
2645 - Junkyard Fitness Community,Q-2024-07-01,
2646 - The K Fitness,Q-2024-07-01,3
2647 - ZE Fitness,Q-2024-07-01,4
2648 - Ozone GYM,Q-2024-07-01,3
"2649 - Cult Gym Rajajinagar, Dr Raj Kumar Rd",Q-2024-07-01,3.82
2650 - BKJ Fitness,Q-2024-07-01,
"2651 - Cult Rajajinagar, Dr Rajkumar Rd",Q-2024-07-01,3.84
2652 - Midtown Fitness Parel,Q-2024-07-01,
2653 - Fitniq Gym,Q-2024-07-01,3.88
2654 - Motiv8 Fitness,Q-2024-07-01,3.19
2655 - The Zone 360 Fitness,Q-2024-07-01,4
2656 - Maddz Fitness,Q-2024-07-01,3.86
2657 - MPower Gym,Q-2024-07-01,3.6
2658 - Physc Gym Chinchwad,Q-2024-07-01,3.5
2659 - Addict Fitness Studio - Atchutapuram,Q-2024-07-01,3.61
2660 - Cult Gym Botanical Garden Rd,Q-2024-07-01,3.73
2661 - Jaypee Greens,Q-2024-07-01,
2663 - Elevate Fitness Studio,Q-2024-07-01,3.59
2664 - LR Fitness,Q-2024-07-01,4
2665 - The Gym Club Sector 49,Q-2024-07-01,4
2666 - Golds Gym Sector 67,Q-2024-07-01,3.43
2671 - AMRAP Fitness (Sahakarnagar),Q-2024-07-01,3.82
2672 - Crunch Fitness (Hoodi),Q-2024-07-01,3.5
2673 - Fitranger Gym Kothrud,Q-2024-07-01,
2674 - Fitranger Gym Bavdhan,Q-2024-07-01,3.75
2675 - B2B Gym,Q-2024-07-01,4
2677 - Empire Fitness Club,Q-2024-07-01,4
2678 - TUF Fitness Studio,Q-2024-07-01,4
268 - Cult Velachery Chennai - Hybrid,Q-2024-07-01,3.92
2683 - Fitness First Hamilton House,Q-2024-07-01,4
2685 - Fitness First Mall of India,Q-2024-07-01,
2687 - GymX Fitness Redefined 2.0 (Electronic City),Q-2024-07-01,3.62
2688 - GymX Fitness Redefined 2.0 (Kasavanahalli),Q-2024-07-01,3.62
2696 - Veer's Gym Dabri Mor,Q-2024-07-01,
2697 - Veer's Gym Mohan Block,Q-2024-07-01,
2698 - Veer's Gym Indra Park,Q-2024-07-01,3.67
2699 - Thrive Gym Sec 23,Q-2024-07-01,
270 - Cult Kalyani Nagar old,Q-2024-07-01,3.9
2700 - Zero3 - The Fit Factory (CV Raman Nagar),Q-2024-07-01,3.56
2704 - Fitness Step,Q-2024-07-01,4
2707 - Veer's Gym Mohannagar,Q-2024-07-01,3.75
2710 - Cult Gym Tribe Indiranagar (Hybrid),Q-2024-07-01,3.79
2711 - Chivan Fitness,Q-2024-07-01,3.67
2714 - The Sweat Box Health Club,Q-2024-07-01,3
2716 - Royal Fitness Club Pune,Q-2024-07-01,
2717 - JD Fitness,Q-2024-07-01,
2719 - The Box N Burn Fitness House - Dombivali East,Q-2024-07-01,3
272 - Cult Nagavara - Manyata Tech Park,Q-2024-07-01,3.86
2721 - Machineless Workout Gym - Navi Mumbai,Q-2024-07-01,
2722 - Fit N Fab Prime,Q-2024-07-01,
2725 - Pro Maker Gym & Health Club,Q-2024-07-01,
2726 - Calfunc MG Road,Q-2024-07-01,3.5
2727 - Club Viva,Q-2024-07-01,3.5
2729 - Fit Bharat Gym & Spa,Q-2024-07-01,
"2730 - Cult Gym Basaveshwar Nagar, 4th Block",Q-2024-07-01,3.43
2732 - Near Fitness Studio And Gym,Q-2024-07-01,
2735 - Aesthetics Fitness,Q-2024-07-01,
2736 - S K Health Club,Q-2024-07-01,
2737 - Fitness Zone Gym,Q-2024-07-01,
2738 - Aim Fit (NRI Layout),Q-2024-07-01,3.35
2740 - Hypertrophy Gym,Q-2024-07-01,3.71
2741 - Slam Fitness - Washermanpet,Q-2024-07-01,3.96
2742 - Equinox Fitness,Q-2024-07-01,
2743 - Fitness Affair Gym & CrossFit Sector 45,Q-2024-07-01,
2744 - Elite Gym - Hastinapuram,Q-2024-07-01,
2746 - Okinawa Fitness,Q-2024-07-01,
2747 - Oracle Fitness,Q-2024-07-01,4
2748 - Fiziko Fitness Premium,Q-2024-07-01,3
2750 - O2 Health Studio - Besant Nagar,Q-2024-07-01,4
"2751 - Cult Basaveshwar Nagar, 4th Block",Q-2024-07-01,3.77
2756 - Strive Fitness - Madinaguda,Q-2024-07-01,
2757 - Fityard Fitness Academy,Q-2024-07-01,
2759 - Grow Your Muscle Gym,Q-2024-07-01,
2760 - URBAN GYMNATION- Sec 21,Q-2024-07-01,
2761 - URBAN GYMNATION Sec - 9,Q-2024-07-01,4
2762 - WTF Exclusive Gym Indirapuram,Q-2024-07-01,
2763 - WTF Exclusive Gym Sector 16 Noida,Q-2024-07-01,
2764 - Fitfusion Studio,Q-2024-07-01,
2765 - WTF Swear to Fit Fitness Club Sector 70 Noida,Q-2024-07-01,4
"2774 - Cult Avalahalli, Doddaballapur Road",Q-2024-07-01,3.73
2775 - Master Fitness Studio,Q-2024-07-01,3
2776 - Cult Miyapur Sunrise Swimming,Q-2024-07-01,3.87
2778 - Gold's Gym Sector 51 Noida,Q-2024-07-01,3.5
2779 - Gold's Gym Sector 104 Noida,Q-2024-07-01,2.67
278 - Cult Malviya Nagar,Q-2024-07-01,3.83
2781 - KK Fitness,Q-2024-07-01,
2782 - Metrocity Sports and Health Club - Mayur Colony,Q-2024-07-01,4
2783 - Urban Fit Club,Q-2024-07-01,4
2784 - Yuva77 fitness centre,Q-2024-07-01,
2785 - Royal Fitness Wagholi,Q-2024-07-01,4
2786 - New life fitness A1 Gym,Q-2024-07-01,
2787 - Fitness Heroes The Gym,Q-2024-07-01,4
2789 - The Fitness Box Gym By Umesh Chhabraa,Q-2024-07-01,
2790 - The Fitpro Gym (Only For Girls),Q-2024-07-01,4
2794 - Cult Kondapur Sunrise Swimming,Q-2024-07-01,3.81
2797 - FITXL Gym,Q-2024-07-01,
2800 - Fitness Warehouse,Q-2024-07-01,
2801 - Core.Fit,Q-2024-07-01,
2802 - Star Fitness Janakpuri,Q-2024-07-01,3
2804 - Cult Begur & Moments Fitness Hub 3.0,Q-2024-07-01,3.9
2808 - F7 Fitness by Prasad Konda (Risala Bazar),Q-2024-07-01,3
2811 - Fitness 99,Q-2024-07-01,4
2812 - Intense Rigour Club,Q-2024-07-01,
2817 - Wolf Fitness Gym,Q-2024-07-01,
2818 - FITZONE Gym & CrossFit,Q-2024-07-01,3.5
2819 - OLYMPIAN Gym By Techno Fit Fitness Centre,Q-2024-07-01,2
282 - Cult Saket,Q-2024-07-01,3.9
2821 - SEN Fitness - Anna Nagar,Q-2024-07-01,
2825 - Gold's Gym Salt Lake,Q-2024-07-01,4
2826 - My Fitness Pro Gym,Q-2024-07-01,4
2827 - Physique Elite Gym,Q-2024-07-01,
283 - Cult Dwarka Sector 12,Q-2024-07-01,3.91
2830 - Fitnastic Fitness Gym,Q-2024-07-01,
2831 - Dreamfitt gym,Q-2024-07-01,
2834 - Gold's Gym Newtown,Q-2024-07-01,1
2836 - YC'S Powerhouse Gym,Q-2024-07-01,3.71
2841 - Fluid Gym Tagore Garden,Q-2024-07-01,3
2842 - Fluid Gym Hari Nagar,Q-2024-07-01,
2843 - Fluid Gym Mansarover Garden,Q-2024-07-01,
2845 - Fiziko Fitness,Q-2024-07-01,3
2847 - Draphy Fitness Zone - Pallikaranai,Q-2024-07-01,1
2848 - Draphy Fitness Zone - Sembakkam,Q-2024-07-01,
2850 - Luxury Akhada Mansarovar Garden,Q-2024-07-01,4
2851 - Fit and Fab Fitness,Q-2024-07-01,
2852 - Lime Fitness Studio - Madipakkam,Q-2024-07-01,
2854 - Fitness Solutions Dehradun,Q-2024-07-01,
2856 - Doon Fitness Unisex Gym,Q-2024-07-01,
2857 - Fitness Hub Pimple Saudagar,Q-2024-07-01,
2860 - Orbit Fitness,Q-2024-07-01,
2861 - Voltt Fitness Studio,Q-2024-07-01,
2873 - Pump Nation Fitness Sector 14,Q-2024-07-01,4
2874 - Pump Nation Fitness Sector 46,Q-2024-07-01,3.6
2877 - Magnum Health Club Vishnu Garden,Q-2024-07-01,
2878 - Fit Zone,Q-2024-07-01,4
288 - Cult SR Nagar(Deprecated),Q-2024-07-01,3.92
2881 - I Fitness Camp,Q-2024-07-01,
2883 - Alpha Fitness,Q-2024-07-01,4
2884 - Force Fitness Gym,Q-2024-07-01,
2885 - Briofit Gym,Q-2024-07-01,
2888 - Fitness Fast Tolichowki,Q-2024-07-01,
2889 - Rev Social Fitness,Q-2024-07-01,3
289 - Cult Nizampet x Roads,Q-2024-07-01,3.9
2895 - Fit me Gym and Zumba,Q-2024-07-01,
290 - Cult Dilsukhnagar,Q-2024-07-01,3.88
2901 - Elevation Fitness Gym,Q-2024-07-01,
2905 - Muscle Trainer Gym,Q-2024-07-01,
291 - Cult Srinagar Colony,Q-2024-07-01,3.89
2912 - C5 Training Space Hinjewadi,Q-2024-07-01,
2914 - Power Fitness Studio,Q-2024-07-01,
2916 - Team Fibre,Q-2024-07-01,
292 - Cult Powai-Raheja Vihar,Q-2024-07-01,3.93
294 - Cult Prabhadevi,Q-2024-07-01,3.88
295 - Cult Kandivali West,Q-2024-07-01,3.88
304 - Cult Nallagandla,Q-2024-07-01,3.88
305 - Cult Kompally,Q-2024-07-01,3.9
307 - Cult Marathahalli ORR,Q-2024-07-01,3.88
31 - The Monkey Fitness,Q-2024-07-01,3.68
315 - Cult HSR 24th Main,Q-2024-07-01,3.83
316 - Cult Magarpatta City,Q-2024-07-01,3.87
318 - Cult Nagole,Q-2024-07-01,3.9
321 - Cult Habsiguda,Q-2024-07-01,3.9
33 - Supergym (Pai Layout),Q-2024-07-01,3.54
331 - Cult Wakad(deprecated),Q-2024-07-01,3.9
338 - Cult Sector 9 Panchkula,Q-2024-07-01,3.91
34 - Supergym (Thippasandra),Q-2024-07-01,3.55
346 - Cult Financial District,Q-2024-07-01,3.9
349 - Cult Elamkulam,Q-2024-07-01,3.93
35 - Supergym (Vignan Nagar),Q-2024-07-01,3.31
36 - Shred Fitness,Q-2024-07-01,3.51
361 - Cult HSR 14th Main,Q-2024-07-01,3.84
"362 - Cult Kanakapura Road, Doddakallasandra",Q-2024-07-01,3.9
37 - Pledge Fitness,Q-2024-07-01,3.72
370 - Cult Lokhandwala old,Q-2024-07-01,3.86
371 - Cult Andheri East,Q-2024-07-01,3.92
379 - Cult Sector 104 Noida ( Deprecated ),Q-2024-07-01,3.92
384 - Cult Siripuram,Q-2024-07-01,3.8
386 - Cult Madhu Milan Square,Q-2024-07-01,3.88
"391 - Cult MG Road, Mangalore",Q-2024-07-01,3.98
394 - Cult Race Course Rd,Q-2024-07-01,3.92
"396 - Cult Sushant Lok, Phase 1",Q-2024-07-01,3.91
42 - Platinum Fitness Club,Q-2024-07-01,3.47
43 - Yashmaxx 2.0,Q-2024-07-01,3.32
46 - Conquest Fitness,Q-2024-07-01,3.55
465 - Stallion Fitness (Kompally),Q-2024-07-01,3.67
467 - Thew Fitness (DLF Phase 1),Q-2024-07-01,3.68
468 - Studio Velocity,Q-2024-07-01,3.76
469 - Fitness Culture (Sultanpur),Q-2024-07-01,
47 - Millennium Fitness Club,Q-2024-07-01,3.71
470 - Fitmax,Q-2024-07-01,3.34
471 - Cult Gym Banashankari 2nd Stage,Q-2024-07-01,3.66
472 - Cult Circular Road,Q-2024-07-01,3.9
478 - An.Fit,Q-2024-07-01,3.59
483 - Aim Fit,Q-2024-07-01,3.49
486 - Body Zone Gym and Fitness Center,Q-2024-07-01,3.51
487 - Team Core,Q-2024-07-01,3.5
488 - FitLifez Gym and Spa,Q-2024-07-01,3.57
49 - Drona The Fitness Gurukul,Q-2024-07-01,3.55
490 - Cult Gym Indiranagar,Q-2024-07-01,3.61
491 - Quad the Fitness Hub,Q-2024-07-01,3.65
492 - Cult Gym Richmond Road,Q-2024-07-01,3.58
493 - Cult Anna Nagar,Q-2024-07-01,3.91
494 - Cult Nungambakkam,Q-2024-07-01,3.89
50 - Fast Fit Gym,Q-2024-07-01,3.54
502 - High Fitness Club,Q-2024-07-01,3.64
508 - The Iron Pumpers Gym,Q-2024-07-01,3.63
514 - MultiFit (Hennur),Q-2024-07-01,3.63
515 - Fitness Element (Ex MultiFit Grand Tamanna),Q-2024-07-01,3.61
517 - MultiFit (Kalyan Nagar),Q-2024-07-01,3.72
519 - MultiFit (Pimple Saudagar),Q-2024-07-01,3.76
520 - MultiFit (SUFC),Q-2024-07-01,3.56
524 - Turbo Fitness (Bandra),Q-2024-07-01,3.64
526 - Ares Gym,Q-2024-07-01,3.47
53 - I Lift Fitness,Q-2024-07-01,3.6
530 - Cult Adyar,Q-2024-07-01,3.94
534 - Be Fit,Q-2024-07-01,
536 - Afterburn Fitness Studio (Alwal),Q-2024-07-01,3.69
542 - Fit Gym (West Patel Nagar),Q-2024-07-01,3.11
544 - Alpha Fitness (ex. Taurus Fitness),Q-2024-07-01,3.49
546 - Bomiso Fitness,Q-2024-07-01,2
548 - Body Power,Q-2024-07-01,3.66
550 - Freedom Fitness,Q-2024-07-01,3.68
552 - Aesthetic B Fitness (ex. Stark Fitness),Q-2024-07-01,3.31
555 - F99 FIT,Q-2024-07-01,3.68
556 - Fitness 4 All,Q-2024-07-01,3.4
56 - FitLifez Gym and Spa,Q-2024-07-01,3.65
569 - Sehat World Green (Dwarka),Q-2024-07-01,3.72
574 - Cult Vidyaranyapura,Q-2024-07-01,3.86
576 - 9th Gear Fitness Club,Q-2024-07-01,3.75
577 - Fitness One Gym,Q-2024-07-01,3.43
579 - F99 Fit,Q-2024-07-01,3.2
582 - Foundry Active,Q-2024-07-01,3.42
584 - Fly Fit (New Friends Colony),Q-2024-07-01,3.61
587 - B3 Wellness Studio,Q-2024-07-01,3.54
588 - In The Pink Fitness Club,Q-2024-07-01,3.6
59 - IGNYT Gym,Q-2024-07-01,3.44
590 - Lifestyle Fitness Gym and Cardio (Kothapet),Q-2024-07-01,3.54
591 - Stallion Fitness (Kondapur),Q-2024-07-01,3.64
592 - Team Core,Q-2024-07-01,3.77
600 - Cult Pal Heights,Q-2024-07-01,3.89
603 - Cult Dharampeth,Q-2024-07-01,3.91
605 - Cult Race Course,Q-2024-07-01,3.96
"606 - Cult Gym RDC, Ghaziabad",Q-2024-07-01,3.45
607 - Cult Gym Bellandur,Q-2024-07-01,3.61
608 - Cult Gym HSR,Q-2024-07-01,3.63
61 - Body Zone Gym,Q-2024-07-01,3.56
613 - Cult Alwarpet,Q-2024-07-01,3.89
614 - Cult Gym Gomti Nagar,Q-2024-07-01,3.77
615 - Cult Gym Golf Course Rd,Q-2024-07-01,3.59
616 - Cult Golf Course Rd,Q-2024-07-01,3.82
617 - Cult Gomti Nagar,Q-2024-07-01,3.95
63 - Grapple Fitness,Q-2024-07-01,3.75
64 - Changeover Fitness Studio,Q-2024-07-01,3.5
670 - Elon Fitness,Q-2024-07-01,3.66
673 - Fitness Craze,Q-2024-07-01,3.73
674 - GymPoint The Fitness Studio,Q-2024-07-01,3.4
677 - Cult Gym Napier Town,Q-2024-07-01,3.76
678 - Cult Napier Town,Q-2024-07-01,3.9
68 - Tiger Gym,Q-2024-07-01,3.29
680 - Cult Gym Vijay Nagar,Q-2024-07-01,3.51
681 - Cult Vijay Nagar,Q-2024-07-01,3.78
685 - Cult Gym Pitampura,Q-2024-07-01,3.67
686 - Cult Gym BTM Layout,Q-2024-07-01,3.61
687 - Cult BTM Layout,Q-2024-07-01,3.87
69 - Universal Gym,Q-2024-07-01,3.6
690 - Gold's Gym (Kalyani Nagar),Q-2024-07-01,3.49
691 - Gold’s Gym Hadapsar,Q-2024-07-01,3.48
693 - Cult Mulund West,Q-2024-07-01,3.86
694 - Reshape Fitness,Q-2024-07-01,3.69
7 - cure.fit Bangalore,Q-2024-07-01,4
706 - Absolute Fitness Studio,Q-2024-07-01,3.62
708 - Cult Gym Kukatpally,Q-2024-07-01,3.59
"709 - Bomiso Fitness (Sector 50, Gurgaon)",Q-2024-07-01,3.72
715 - Stark Fitness Studio (Nizampet),Q-2024-07-01,3.54
720 - Gold's Gym (Lower Parel),Q-2024-07-01,3.76
721 - Gold's Gym (Yelahanka),Q-2024-07-01,3.78
722 - Gold's Gym (Malleshwaram),Q-2024-07-01,3.59
725 - Gold's Gym (BEL Road),Q-2024-07-01,3.48
726 - Gold's Gym (Janakpuri),Q-2024-07-01,3.57
727 - Shadow Fitness,Q-2024-07-01,
73 - Apple Fitness,Q-2024-07-01,3.52
730 - C3 Fit Klub,Q-2024-07-01,3.43
731 - Fit City,Q-2024-07-01,3.76
732 - Gold's Gym (Powai),Q-2024-07-01,3.74
733 - Gold's Gym (Kalyan Nagar),Q-2024-07-01,3.63
734 - Fit Gym (East Patel Nagar),Q-2024-07-01,3.21
735 - Cult Gym Malviya Nagar,Q-2024-07-01,3.43
740 - Gold's Gym Baner,Q-2024-07-01,3.58
741 - Gold's Gym (Whitefield),Q-2024-07-01,3.56
745 - Gold's Gym (Vijayanagar),Q-2024-07-01,3.54
746 - Muscle Mutant,Q-2024-07-01,3.64
753 - Clout Fitness (Whitefield),Q-2024-07-01,3.73
754 - GymPoint The Fitness Studio (Madhapur),Q-2024-07-01,3.63
759 - Gold's Gym (Kandivali East),Q-2024-07-01,
760 - Gold's Gym (Kandivali West),Q-2024-07-01,3.73
761 - Cult Greater Noida West,Q-2024-07-01,3.89
764 - Cult Gym Dwarka Sector 12,Q-2024-07-01,3.62
767 - VFitness,Q-2024-07-01,3.8
769 - Cult RDC Ghaziabad,Q-2024-07-01,3.89
77 - Speed Fitness,Q-2024-07-01,3.63
779 - Yashmaxx Fitness,Q-2024-07-01,3.74
780 - Big Box,Q-2024-07-01,3.52
781 - MS Fitness,Q-2024-07-01,3.76
782 - Prime Strength,Q-2024-07-01,3.78
789 - Cult Gym KR Puram,Q-2024-07-01,3.72
790 - Cult KR Puram,Q-2024-07-01,3.89
80 - Technolife Fitness Club,Q-2024-07-01,3.62
801 - Gold's Gym Belgaum,Q-2024-07-01,3.75
81 - Clout Fitness,Q-2024-07-01,
82 - Stark Fitness Studio,Q-2024-07-01,3.7
826 - Gold's Gym Moradabad,Q-2024-07-01,3.65
83 - Black Vigor (Gaur City),Q-2024-07-01,3.47
832 - Gold's Gym Tumkur,Q-2024-07-01,3.58
833 - Gold's Gym Hesaraghatta Main Road,Q-2024-07-01,3.52
834 - 1Life Fitness,Q-2024-07-01,3.64
836 - LMNT Fitness Club,Q-2024-07-01,3.6
837 - Gold's Gym Greater Kailash,Q-2024-07-01,3.37
839 - F7 Fitness by Prasad Konda (Bolarum),Q-2024-07-01,3.65
84 - Black Vigor,Q-2024-07-01,3.59
843 - Your Life Fitness Gym (Sector 61 Noida),Q-2024-07-01,3.64
85 - F Square Fitness,Q-2024-07-01,3.5
862 - Cult Goregaon West,Q-2024-07-01,3.91
863 - Cult Borivali West,Q-2024-07-01,3.91
867 - Sehat World (Sector -23),Q-2024-07-01,3.76
868 - Cult Gym Dharampeth,Q-2024-07-01,3.49
869 - Cult Gym Manikonda,Q-2024-07-01,3.66
"870 - Cult Gym Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2024-07-01,3.57
871 - Cult Manikonda,Q-2024-07-01,3.9
"872 - Cult Rajajinagar 12th Cross, Mahalaxmi Layout",Q-2024-07-01,3.84
879 - Stallion Xtreme Fitness,Q-2024-07-01,3.41
88 - Stallion Fitness,Q-2024-07-01,3.66
89 - Meraki Fitness Studio,Q-2024-07-01,3.62
893 - Conquest Fitness (Kukatpally),Q-2024-07-01,3.65
902 - Stark Fitness Studio (Madhapur),Q-2024-07-01,3.54
903 - Muscle Maniac (ex.Stark Fitness Studio),Q-2024-07-01,3.49
908 - Cult Gym Harlur 1st Main,Q-2024-07-01,3.6
911 - Stallion Xtreme Fitness,Q-2024-07-01,3.57
914 - B3 Wellness Studio (Horamavu),Q-2024-07-01,3.61
916 - Play On Fitness (Sarjapur),Q-2024-07-01,3.58
917 - Royal Fitness (MCECHS Layout),Q-2024-07-01,3.58
918 - Cult Gym Chattarpur,Q-2024-07-01,3.48
929 - Cult Gym Kota,Q-2024-07-01,3.7
931 - Cult Gym HSR 24th Main,Q-2024-07-01,3.6
933 - Team Core,Q-2024-07-01,3.62
937 - Fitso Faridabad Manav Rachna,Q-2024-07-01,3.61
939 - Fitso Sector 43 EAS,Q-2024-07-01,3.73
"940 - Fitso Sector 51, Noida",Q-2024-07-01,3.6
"942 - Fitso Sector 70, Noida",Q-2024-07-01,3.7
944 - Fitso Palam Vihar Swiss Cottage,Q-2024-07-01,3.76
945 - Fitso Sector 51 JNS,Q-2024-07-01,3.63
946 - Fitso Madhapur Pearl,Q-2024-07-01,3.82
948 - Fitso Gachibowli Dolphin,Q-2024-07-01,3.66
95 - Fit Gym,Q-2024-07-01,
"950 - Cult Sector 43 Ambience, Multi Sports",Q-2024-07-01,3.64
952 - Fitso Dwarka DIS Edge,Q-2024-07-01,3.58
953 - Fitso Kondapur Playtime,Q-2024-07-01,3.73
954 - Fitso RK PURAM Swim Paradise,Q-2024-07-01,3.65
958 - Fitso JNS Synthetic Courts,Q-2024-07-01,3.6
96 - Motto Fitness,Q-2024-07-01,3.79
964 - Fitso Sector 55 Unicosmos,Q-2024-07-01,3.63
97 - Forth Fitness,Q-2024-07-01,3.44
973 - Fitso Whitefield Golden Fins,Q-2024-07-01,3.77
976 - Fitso JP Nagar The Sports Club,Q-2024-07-01,3.67
977 - Fitso Panathur PK Sports 2,Q-2024-07-01,3.75
978 - Fitso Panathur PK Sports 1,Q-2024-07-01,3.68
979 - Fitso Koramangala PK Sports,Q-2024-07-01,3.7
980 - Fitso Bannerghatta Rd Fiton,Q-2024-07-01,3.71
988 - BaddyZone HSR,Q-2024-07-01,3.63
997 - Fitso SVIS Dwarka,Q-2024-07-01,3.77
10 - Fuerza Koramangala,Q-2024-10-01,3.38
1001 - Fitso Bellandur Game Theory,Q-2024-10-01,3.57
1008 - Fitness Zone (Hafeezpet),Q-2024-10-01,3.72
101 - Play On Fitness,Q-2024-10-01,3.55
1012 - Fitness Freaks,Q-2024-10-01,3.52
1013 - GymX Prime (Whitefield),Q-2024-10-01,3.62
1014 - Cult Gym Marathahalli,Q-2024-10-01,3.68
1016 - Cloud 9 Fitness,Q-2024-10-01,3.55
1019 - Cult Gym Gachibowli,Q-2024-10-01,3.69
1020 - Gold's Gym Aundh,Q-2024-10-01,3.74
1021 - Gold's Gym Lower Parel,Q-2024-10-01,3.82
1023 - Cult Harlur 1st Main,Q-2024-10-01,3.83
1025 - Cult Kalyan Nagar 5th Block,Q-2024-10-01,3.88
1026 - Cult Gym Kalyan Nagar 5th Block,Q-2024-10-01,3.69
1027 - Cult Gym Janakpuri,Q-2024-10-01,3.59
103 - Mani's Core Fit,Q-2024-10-01,3.64
1030 - Cult Gym Siripuram,Q-2024-10-01,3.54
1031 - Cult Gym Prabhadevi,Q-2024-10-01,3.76
1032 - Cult Gym Panchkula Sector 9,Q-2024-10-01,3.72
